#没有用的资料罢了，B站的中立性被钻了空子#





活动排名         视频号           活动投票数     观看数                视频标题
   6    av285225485/BV1kf4y1U7Uq     19029       15676     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     18791       16349     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     18552       22251     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     17520       16025     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     16966       13292     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   12    av795139145/BV1jC4y1s73n     16473       9638     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     15965       9357     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     15791       8339     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     14672       8187     【肖战】心动卡点剪辑
   17    av242638773/BV1ye411x7BM     13208       7346     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     12415       7961     【肖战】啊..哥..太快了..
   36    av837723547/BV1Bg4y187b1     5438       3422     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   38    av752633930/BV1ak4y197ut     5097       2864     【肖战｜民国故梦】豪门贵公子的旧梦时光
   40    av455218792/BV1t5411t7xB     4862       2314     西窗烟雨 ‖ 肖战古风治愈向混剪
   43    av710126493/BV1mQ4y1M76Z     4645       3398     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   45    av882691900/BV1bK4y1r79U     4581       1862     【肖战】唯一的你 | 肖学长 | 校园风混剪
   46    av412720063/BV1yV411o7PM     4445       1838     【肖战｜个人向】小冤家
   49    av200173885/BV1zz411b7Zh     4129       1871     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   50    av242680034/BV1ue41147xy     3983       2543     【肖战|E.T.】超A混剪
   52    av582673600/BV1a64y1u7Jf     3901       1585     【肖战】一个永远都在鞠躬的男孩
   55    av967734351/BV1Up4y1C7TE     3809       1880     【肖战｜个人向】A向杂志踩点混剪
   57    av840144173/BV1e54y1d7Ch     3566       3805     【肖战|Grind me down】超A超欲苏向踩点
   60    av882722906/BV1zK4y1r7rx     3477       1292     【肖战/古装混剪】陌上人如玉，公子世无双
   64    av285205286/BV1Qc411h7qV     3015       1907     【肖战】跳舞心动挑战，你能坚持几秒？
   66    av285179652/BV1kc411h7gW     2752       2618     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   67    av582697296/BV1664y1u7Ak     2710       1446     肖战×魏无羡——吹梦到西洲
   77    av200212016/BV1Dz411b7ro     2101       888     【肖战心动瞬间】✦演技明场面 | 燃向合集
   78    av200188935/BV1Rz411b7Uw     1917       856     肖战—只为你的笑容不被辜负
   80    av412743571/BV1rV411o7dP     1841       660     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   81    av752683081/BV1ok4y19789     1787       663     肖战 | 魏无羡 | 心生七面 善恶难辨
   82    av370149850/BV1cZ4y1x7SR     1762       706     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   83    av327732912/BV1FA411b7xD     1759       509     肖战，王一博，博君一肖
   86    av752705204/BV1Xk4y197ri     1705       780     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   87    av412644944/BV13V411o7BR     1678       460     【肖战】GIF合集|一起舔颜叭~
   89    av840225816/BV1M54y197WV     1612       638     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   91    av582640054/BV1p64y1u7F8     1508       490     【肖战】魏无羡混剪

2020-04-09 15:01:05：
   1    av200133555/BV14z411b79Z     23516       74090     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     22403       43330     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     21153       24533     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     21075       28731     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     19414       23627     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     19063       15707     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     18826       16384     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     18589       22281     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     17557       16047     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     17002       13331     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   12    av795139145/BV1jC4y1s73n     16509       9654     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     15997       9380     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     15823       8352     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     14703       8205     【肖战】心动卡点剪辑
   17    av242638773/BV1ye411x7BM     13240       7365     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     12440       7976     【肖战】啊..哥..太快了..
   36    av837723547/BV1Bg4y187b1     5456       3437     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   38    av752633930/BV1ak4y197ut     5117       2872     【肖战｜民国故梦】豪门贵公子的旧梦时光
   40    av455218792/BV1t5411t7xB     4878       2317     西窗烟雨 ‖ 肖战古风治愈向混剪
   43    av710126493/BV1mQ4y1M76Z     4657       3408     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   45    av882691900/BV1bK4y1r79U     4593       1870     【肖战】唯一的你 | 肖学长 | 校园风混剪
   46    av412720063/BV1yV411o7PM     4457       1843     【肖战｜个人向】小冤家
   49    av200173885/BV1zz411b7Zh     4140       1875     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   50    av242680034/BV1ue41147xy     3993       2552     【肖战|E.T.】超A混剪
   52    av582673600/BV1a64y1u7Jf     3912       1587     【肖战】一个永远都在鞠躬的男孩
   54    av967734351/BV1Up4y1C7TE     3819       1890     【肖战｜个人向】A向杂志踩点混剪
   57    av840144173/BV1e54y1d7Ch     3574       3816     【肖战|Grind me down】超A超欲苏向踩点
   60    av882722906/BV1zK4y1r7rx     3483       1298     【肖战/古装混剪】陌上人如玉，公子世无双
   64    av285205286/BV1Qc411h7qV     3022       1921     【肖战】跳舞心动挑战，你能坚持几秒？
   66    av285179652/BV1kc411h7gW     2756       2630     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   67    av582697296/BV1664y1u7Ak     2719       1452     肖战×魏无羡——吹梦到西洲
   77    av200212016/BV1Dz411b7ro     2108       893     【肖战心动瞬间】✦演技明场面 | 燃向合集
   78    av200188935/BV1Rz411b7Uw     1927       861     肖战—只为你的笑容不被辜负
   80    av412743571/BV1rV411o7dP     1849       661     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   81    av752683081/BV1ok4y19789     1796       668     肖战 | 魏无羡 | 心生七面 善恶难辨
   82    av370149850/BV1cZ4y1x7SR     1773       709     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   83    av327732912/BV1FA411b7xD     1763       510     肖战，王一博，博君一肖
   86    av752705204/BV1Xk4y197ri     1713       784     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   87    av412644944/BV13V411o7BR     1686       463     【肖战】GIF合集|一起舔颜叭~
   89    av840225816/BV1M54y197WV     1620       639     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   91    av582640054/BV1p64y1u7F8     1516       491     【肖战】魏无羡混剪

2020-04-09 15:06:05：
   1    av200133555/BV14z411b79Z     23563       74403     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     22446       43415     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     21191       24585     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     21113       28781     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     19446       23660     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     19096       15732     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     18852       16408     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     18617       22317     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     17587       16078     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     17032       13351     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   12    av795139145/BV1jC4y1s73n     16541       9685     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     16017       9407     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     15849       8365     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     14728       8218     【肖战】心动卡点剪辑
   18    av242638773/BV1ye411x7BM     13263       7383     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     12457       7990     【肖战】啊..哥..太快了..
   36    av837723547/BV1Bg4y187b1     5476       3451     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   38    av752633930/BV1ak4y197ut     5136       2888     【肖战｜民国故梦】豪门贵公子的旧梦时光
   40    av455218792/BV1t5411t7xB     4900       2331     西窗烟雨 ‖ 肖战古风治愈向混剪
   43    av710126493/BV1mQ4y1M76Z     4671       3422     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   45    av882691900/BV1bK4y1r79U     4609       1877     【肖战】唯一的你 | 肖学长 | 校园风混剪
   46    av412720063/BV1yV411o7PM     4468       1846     【肖战｜个人向】小冤家
   49    av200173885/BV1zz411b7Zh     4149       1877     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   50    av242680034/BV1ue41147xy     4003       2560     【肖战|E.T.】超A混剪
   52    av582673600/BV1a64y1u7Jf     3922       1594     【肖战】一个永远都在鞠躬的男孩
   54    av967734351/BV1Up4y1C7TE     3827       1898     【肖战｜个人向】A向杂志踩点混剪
   57    av840144173/BV1e54y1d7Ch     3581       3820     【肖战|Grind me down】超A超欲苏向踩点
   60    av882722906/BV1zK4y1r7rx     3489       1303     【肖战/古装混剪】陌上人如玉，公子世无双
   64    av285205286/BV1Qc411h7qV     3028       1926     【肖战】跳舞心动挑战，你能坚持几秒？
   66    av285179652/BV1kc411h7gW     2758       2634     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   67    av582697296/BV1664y1u7Ak     2729       1463     肖战×魏无羡——吹梦到西洲
   77    av200212016/BV1Dz411b7ro     2116       900     【肖战心动瞬间】✦演技明场面 | 燃向合集
   78    av200188935/BV1Rz411b7Uw     1933       867     肖战—只为你的笑容不被辜负
   80    av412743571/BV1rV411o7dP     1855       666     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   81    av752683081/BV1ok4y19789     1805       671     肖战 | 魏无羡 | 心生七面 善恶难辨
   82    av370149850/BV1cZ4y1x7SR     1777       713     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   83    av327732912/BV1FA411b7xD     1766       514     肖战，王一博，博君一肖
   86    av752705204/BV1Xk4y197ri     1720       785     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   87    av412644944/BV13V411o7BR     1693       468     【肖战】GIF合集|一起舔颜叭~
   89    av840225816/BV1M54y197WV     1625       643     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   91    av582640054/BV1p64y1u7F8     1521       496     【肖战】魏无羡混剪
   100    av882625487/BV1DK4y1C7hn     1202       559     肖战向心动挑战，愿世界温柔待你。

2020-04-09 15:11:05：
   1    av200133555/BV14z411b79Z     23592       74622     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     22475       43497     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     21223       24636     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     21144       28831     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     19478       23703     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     19123       15764     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     18883       16435     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     18646       22341     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     17616       16103     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     17058       13376     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   12    av795139145/BV1jC4y1s73n     16568       9697     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     16042       9423     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
